Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-04-09 17:36:02.301 +0530,"Success",0:00:00,0,0,0,"20190409_173602.301/LogFile.txt","","",1
2019-04-09 17:37:53.605 +0530,"Success",0:00:01,0,0,0,"20190409_173753.605/LogFile.txt","","",1
2019-04-24 12:09:05.044 +0530,"Success",0:00:02,0,0,0,"20190424_120905.044/LogFile.txt","","",1
2019-05-15 11:20:05.297 +0530,"Success",0:00:01,0,0,0,"20190515_112005.297/LogFile.txt","","",1
2019-05-15 11:22:28.704 +0530,"Success",0:00:03,0,0,0,"20190515_112228.704/LogFile.txt","","",1
2019-05-15 17:29:16.981 +0530,"Success",0:00:00,0,0,0,"20190515_172916.981/LogFile.txt","","",1
