Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-04-09 17:36:05.736 +0530,"Success",0:00:07,0,0,0,"20190409_173605.736/LogFile.txt","","",1
2019-05-15 11:20:14.614 +0530,"Success",0:00:18,0,0,0,"20190515_112014.614/LogFile.txt","","",1
