Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-04-09 17:24:20.628 +0530,"Success",0:00:05,0,0,0,"20190409_172420.628/LogFile.txt","","",1
2019-05-15 11:26:49.568 +0530,"Failure",0:01:22,1,1,0,"20190515_112649.568/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
2019-05-15 16:09:26.813 +0530,"Failure",0:00:48,1,1,0,"20190515_160926.813/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
2019-05-15 17:41:17.346 +0530,"Success",0:00:03,0,1,0,"20190515_174117.346/LogFile.txt","","",1
