Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-04-24 12:26:30.632 +0530,"Success",0:00:20,0,0,0,"20190424_122630.632/LogFile.txt","","",1
2019-05-15 10:46:28.558 +0530,"Success",0:00:22,0,0,0,"20190515_104628.558/LogFile.txt","","",1
2019-05-15 13:39:51.823 +0530,"Success",0:00:41,0,0,0,"20190515_133951.823/LogFile.txt","","",1
2019-05-15 17:41:57.307 +0530,"Success",0:00:17,0,0,0,"20190515_174157.307/LogFile.txt","","",1
