Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-04-09 17:26:24.218 +0530,"Success",0:00:00,0,0,0,"20190409_172624.218/LogFile.txt","","",1
2019-05-14 17:02:07.380 +0530,"Success",0:00:01,0,0,0,"20190514_170207.380/LogFile.txt","","",1
2019-05-15 14:18:24.236 +0530,"Success",0:00:00,0,1,0,"20190515_141824.236/LogFile.txt","","",1
2019-05-15 14:19:44.746 +0530,"Success",0:00:00,0,0,0,"20190515_141944.746/LogFile.txt","","",1
2019-05-15 17:39:03.656 +0530,"Success",0:00:00,0,1,0,"20190515_173903.656/LogFile.txt","","",1
2019-05-15 17:42:49.267 +0530,"Success",0:00:01,0,0,0,"20190515_174249.267/LogFile.txt","","",1
2019-05-30 14:56:39.482 +0530,"Success",0:00:02,0,1,0,"20190530_145639.482/LogFile.txt","","",1
